Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
YP_009268715.1_Rhizoctonia_solani_flexivirus_1_3477,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
YP_009553581.1_Andrena_haemorrhoa_nege-like_virus_2244,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
YP_009553650.1_Rana_hepevirus_1579,Hepeviridae,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Hepeviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Hepeviridae|||
Rayfin_XYHYC192139_Wenling_samurai_squirrelfish_hepevirus_6696bp,Hepeviridae,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Hepeviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Hepeviridae|||
Rayfin_XTXMC52146_Wenling_thamnaconus_striatus_hepevirus_7803bp,Hepeviridae,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Hepeviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Hepeviridae|||
Rayfin_LQMMT516_Wenling_thamnaconus_septentrionalis_hepevirus_4329bp,Hepeviridae,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Hepeviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Hepeviridae|||
Jawless_QSMS17356_Dongbei_arctic_lamprey_hepevirus_6051bp,Hepeviridae,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Hepeviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Hepeviridae|||
hepe_YP_009001465_Avian_hepatitis_E_virus,Hepeviridae,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Hepeviridae,Orthohepevirinae,Avihepevirus,Avihepevirus magniiecur,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Hepeviridae|Orthohepevirinae|Avihepevirus|Avihepevirus magniiecur
hepe_YP_006576507_Bat_hepevirus,Hepeviridae,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Hepeviridae,Orthohepevirinae,Chirohepevirus,Chirohepevirus eptesici,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Hepeviridae|Orthohepevirinae|Chirohepevirus|Chirohepevirus eptesici
hepe_YP_004464917_Cutthroat_trout_virus,Hepeviridae,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Hepeviridae,Parahepevirinae,Piscihepevirus,Piscihepevirus heenan,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Hepeviridae|Parahepevirinae|Piscihepevirus|Piscihepevirus heenan
hepe_NP_056779_Hepatitis_E_virus,Hepeviridae,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Hepeviridae,Orthohepevirinae,Paslahepevirus,Paslahepevirus balayani,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Hepeviridae|Orthohepevirinae|Paslahepevirus|Paslahepevirus balayani
Cartilaginous_NHYJC35031_Nanhai_ghost_shark_hepevirus_5321bp,Hepeviridae,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Hepeviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Hepeviridae|||
Amphibia_GDYYC86697_Guangdong_fish_caecilians_hepevirus_6766bp,Hepeviridae,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Hepeviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Hepeviridae|||
AYP10284.1_Venezuelan_equine_encephalitis_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|
NP_041254.1_Onyong-nyong_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Onyong-nyong virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Onyong-nyong virus
NP_062879.1_Ross_River_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Ross River virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Ross River virus
NP_463457.1_Semliki_Forest_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Semliki Forest virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Semliki Forest virus
NP_579968.1_Mayaro_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Mayaro virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Mayaro virus
NP_597797_Barmah_Forest_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Barmah Forest virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Barmah Forest virus
NP_632021.2_Eastern_equine_encephalitis_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Eastern equine encephalitis virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Eastern equine encephalitis virus
QJE50387.1_Harbor_porpoise_alphavirus_Phocoena_phocoena_2489,Togaviridae_Alphavirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|
toga_NP_062888_Sindbis_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Sindbis virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Sindbis virus
toga_NP_598184_Sleeping_disease_virus,Togaviridae_Alphavirus,0,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Salmon pancreas disease virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Salmon pancreas disease virus
toga_NP_640330_Western_equine_encephalitis_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Western equine encephalitis virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Western equine encephalitis virus
toga_NP_690588_Chikungunya_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Chikungunya virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Chikungunya virus
YP_002802299_Highlands_J_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Highlands J virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Highlands J virus
YP_008888544_Ndumu_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Ndumu virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Ndumu virus
YP_008888546_Whataroa_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Whataroa virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Whataroa virus
YP_009507796.1_Everglades_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Everglades virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Everglades virus
YP_009507798.1_Mucambo_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Mucambo virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Mucambo virus
YP_009507800.1_Pixuna_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Pixuna virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Pixuna virus
YP_009507802.1_Rio_Negro_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Rio Negro virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Rio Negro virus
YP_009507804.1_Tonate_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Tonate virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Tonate virus
YP_009508088.1_Mosso_das_Pedras_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Mosso das Pedras virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Mosso das Pedras virus
YP_164438_Getah_virus,Togaviridae_Alphavirus,1,1,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Togaviridae,,Alphavirus,Getah virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Togaviridae||Alphavirus|Getah virus
toga_NP_062883_Rubella_virus,Togaviridae_Rubivirus,1,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Hepelivirales,,Matonaviridae,,Rubivirus,Rubivirus rubellae,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Hepelivirales||Matonaviridae||Rubivirus|Rubivirus rubellae
QIN93588.1_Grapevine_rupestris_vein_feathering_virus_1320,Tymoviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Tymovirales,,Tymoviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Tymovirales||Tymoviridae|||
QOQ52503.1_Citrus_virus_C_Citrus_2069,Tymoviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Tymovirales,,Tymoviridae,,Maculavirus,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Tymovirales||Tymoviridae||Maculavirus|
QTM27280_Hubei_macula-like_virus_1,Tymoviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Tymovirales,,Tymoviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Tymovirales||Tymoviridae|||
QTM27299_Hubei_macula-like_virus_2,Tymoviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Tymovirales,,Tymoviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Tymovirales||Tymoviridae|||
spider129741_Hubei_macula-like_virus_3,Tymoviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Tymovirales,,Tymoviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Tymovirales||Tymoviridae|||
Tymo_NP_040968_Eggplant_mosaic_virus,Tymoviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Tymovirales,,Tymoviridae,,Tymovirus,Tymovirus melongenae,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Tymovirales||Tymoviridae||Tymovirus|Tymovirus melongenae
Tymo_NP_044447_Oat_blue_dwarf_virus,Tymoviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Tymovirales,,Tymoviridae,,Marafivirus,Marafivirus avenae,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Tymovirales||Tymoviridae||Marafivirus|Marafivirus avenae
Tymo_NP_542612_Grapevine_fleck_virus,Tymoviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Tymovirales,,Tymoviridae,,Maculavirus,Maculavirus vitis,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Tymovirales||Tymoviridae||Maculavirus|Maculavirus vitis
YP_009268923.1_Grapevine_Red_Globe_virus_1977,Tymoviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Tymovirales,,Tymoviridae,,Maculavirus,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Tymovirales||Tymoviridae||Maculavirus|
YP_009553357.1_Fusarium_graminearum_mycotymovirus_1_2242,Tymoviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Tymovirales,,Tymoviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Tymovirales||Tymoviridae|||
AZL87784.1_Lychnis_ringspot_virus_Silene_subgen._Lychnis_627,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Hordeivirus,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Hordeivirus|
BHXun33339_Beihai_charybdis_crab_virus_1_FS,Virgaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae|||
QKN22637.1_Erysiphe_necator_associated_virga-like_virus_4_1148,Virgaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae|||
QKN22650.1_Erysiphe_necator_associated_virga-like_virus_13_1162,Virgaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae|||
virga_NP_044577_Cucumber_green_mottle_mosaic_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Cucumber green mottle mosaic virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Cucumber green mottle mosaic virus
virga_NP_056808_Odontoglossum_ringspot_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Odontoglossum ringspot virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Odontoglossum ringspot virus
virga_NP_062913_Tobacco_mild_green_mosaic_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Tobacco mild green mosaic virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Tobacco mild green mosaic virus
virga_NP_078446_Tomato_mosaic_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Tomato mosaic virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Tomato mosaic virus
virga_NP_612605_Beet_virus_Q,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Pomovirus,Beet virus Q,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Pomovirus|Beet virus Q
virga_NP_619740_Pepper_mild_mottle_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Pepper mild mottle virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Pepper mild mottle virus
virga_NP_620033_Pepper_ringspot_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobravirus,Pepper ringspot virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobravirus|Pepper ringspot virus
virga_NP_620047_Peanut_clump_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Pecluvirus,Peanut clump virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Pecluvirus|Peanut clump virus
virga_NP_620669_Tobacco_rattle_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobravirus,Tobacco rattle virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobravirus|Tobacco rattle virus
virga_NP_620841_Obuda_pepper_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Obuda pepper virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Obuda pepper virus
virga_NP_624336_Zucchini_green_mottle_mosaic_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Zucchini green mottle mosaic virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Zucchini green mottle mosaic virus
virga_NP_659020_Sorghum_chlorotic_spot_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Furovirus,Sorghum chlorotic spot virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Furovirus|Sorghum chlorotic spot virus
virga_NP_740760_Broad_bean_necrosis_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Pomovirus,Broad bean necrosis virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Pomovirus|Broad bean necrosis virus
virga_YP_001974323_Brugmansia_mild_mottle_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Brugmansia mild mottle virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Brugmansia mild mottle virus
virga_YP_002455905_Cactus_mild_mottle_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Cactus mild mottle virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Cactus mild mottle virus
virga_YP_003915153_Frangipani_mosaic_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Frangipani mosaic virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Frangipani mosaic virus
virga_YP_004465358_Passion_fruit_mosaic_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Passion fruit mosaic virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Passion fruit mosaic virus
virga_YP_004956727_Clitoria_yellow_mottle_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Clitoria yellow mottle virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Clitoria yellow mottle virus
virga_YP_008802584_Yellow_tailflower_mild_mottle_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Yellow tailflower mild mottle virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Yellow tailflower mild mottle virus
virga_YP_009109559_Macrophomina_phaseolina_tobamo-like_virus,Virgaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae|||
virga_YP_719997_Hibiscus_latent_Singapore_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Hibiscus latent Singapore virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Hibiscus latent Singapore virus
virga_YP_908760_Cucumber_mottle_virus,Virgaviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Virgaviridae,,Tobamovirus,Cucumber mottle virus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Virgaviridae||Tobamovirus|Cucumber mottle virus
