RdRp_sseqid,super_group,Accession_id
narna-levi-like_YP_005352912_Clitocybe_odora_virus,Narna-Levi,YP_005352912
narna-levi-like_YP_009009144_Sclerotinia_sclerotiorum_mitovirus_6,Narna-Levi,YP_009009144
narna-levi-like_YP_009121785_Sclerotinia_sclerotiorum_mitovirus_1_HC025,Narna-Levi,YP_009121785
narna-levi-like_YP_009126872_Fusarium_globosum_mitovirus_1,Narna-Levi,YP_009126872
narna-levi-like_YP_009126873_Fusarium_coeruleum_mitovirus_1,Narna-Levi,YP_009126873
narna-levi-like_YP_009165597_Binucleate_Rhizoctonia_mitovirus_K1,Narna-Levi,YP_009165597
narna-levi-like_YP_009182160_Botrytis_cinerea_mitovirus_2,Narna-Levi,YP_009182160
narna-levi-like_YP_009182161_Botrytis_cinerea_mitovirus_3,Narna-Levi,YP_009182161
narna-levi-like_YP_009182162_Grapevine_associated_narnavirus-1,Narna-Levi,YP_009182162
narna-levi-like_YP_009182163_Botrytis_cinerea_mitovirus_4,Narna-Levi,YP_009182163
narna-levi-like_YP_009182164_Sclerotinia_sclerotiorum_mitovirus_3,Narna-Levi,YP_009182164
narna-levi-like_YP_009182165_Botrytis_ourmia-like_virus,Narna-Levi,YP_009182165
narna-levi-like_YP_009208148_Escherichia_virus_FI,Narna-Levi,YP_009208148
narna-levi-like_YP_009241365_Phytophthora_infestans_RNA_virus_4,Narna-Levi,YP_009241365
narna-levi-like_YP_009249807_Rhizoctonia_oryzae-sativae_mitovirus_1,Narna-Levi,YP_009249807
narna-levi-like_YP_009256557_Phytomonas_serpens_narnavirus_1,Narna-Levi,YP_009256557
narna-levi-like_YP_009259369_Cronartium_ribicola_mitovirus_1,Narna-Levi,YP_009259369
narna-levi-like_YP_009259481_Cronartium_ribicola_mitovirus_2,Narna-Levi,YP_009259481
narna-levi-like_YP_009259482_Cronartium_ribicola_mitovirus_3,Narna-Levi,YP_009259482
narna-levi-like_YP_009259483_Cronartium_ribicola_mitovirus_4,Narna-Levi,YP_009259483
narna-levi-like_YP_009259487_Cronartium_ribicola_mitovirus_5,Narna-Levi,YP_009259487
narna-levi-like_YP_009270635_Alternaria_arborescens_mitovirus_1,Narna-Levi,YP_009270635
narna-levi-like_YP_009272898_Fusarium_poae_mitovirus_1,Narna-Levi,YP_009272898
narna-levi-like_YP_009272899_Fusarium_poae_mitovirus_2,Narna-Levi,YP_009272899
narna-levi-like_YP_009272900_Fusarium_poae_mitovirus_3,Narna-Levi,YP_009272900
narna-levi-like_YP_009272901_Fusarium_poae_mitovirus_4,Narna-Levi,YP_009272901
narna-levi-like_YP_009329842_Hubei_narna-like_virus_24,Narna-Levi,YP_009329842
narna-levi-like_YP_009330065_Hubei_narna-like_virus_18,Narna-Levi,YP_009330065
narna-levi-like_YP_009333139_Beihai_narna-like_virus_22,Narna-Levi,YP_009333139
narna-levi-like_YP_009333140_Beihai_narna-like_virus_21,Narna-Levi,YP_009333140
narna-levi-like_YP_009333144_Beihai_narna-like_virus_3,Narna-Levi,YP_009333144
narna-levi-like_YP_009333147_Beihai_narna-like_virus_15,Narna-Levi,YP_009333147
narna-levi-like_YP_009333153_Beihai_narna-like_virus_14,Narna-Levi,YP_009333153
narna-levi-like_YP_009333164_Beihai_narna-like_virus_19,Narna-Levi,YP_009333164
narna-levi-like_YP_009333179_Beihai_barnacle_virus_10,Narna-Levi,YP_009333179
narna-levi-like_YP_009333214_narna-like_virus_6,Narna-Levi,YP_009333214
narna-levi-like_YP_009333241_Beihai_narna-like_virus_13,Narna-Levi,YP_009333241
narna-levi-like_YP_009333245_Beihai_narna-like_virus_24,Narna-Levi,YP_009333245
narna-levi-like_YP_009333251_Beihai_narna-like_virus_6,Narna-Levi,YP_009333251
narna-levi-like_YP_009333255_Beihai_narna-like_virus_12,Narna-Levi,YP_009333255
narna-levi-like_YP_009333266_Beihai_narna-like_virus_4,Narna-Levi,YP_009333266
narna-levi-like_YP_009333267_Beihai_narna-like_virus_8,Narna-Levi,YP_009333267
narna-levi-like_YP_009333271_Beihai_narna-like_virus_10,Narna-Levi,YP_009333271
narna-levi-like_YP_009333277_Beihai_narna-like_virus_2,Narna-Levi,YP_009333277
narna-levi-like_YP_009333278_Beihai_narna-like_virus_11,Narna-Levi,YP_009333278
narna-levi-like_YP_009333280_Beihai_narna-like_virus_20,Narna-Levi,YP_009333280
narna-levi-like_YP_009333283_Beihai_narna-like_virus_1,Narna-Levi,YP_009333283
narna-levi-like_YP_009333315_Beihai_narna-like_virus_18,Narna-Levi,YP_009333315
narna-levi-like_YP_009333316_Beihai_narna-like_virus_9,Narna-Levi,YP_009333316
narna-levi-like_YP_009333318_Wenzhou_narna-like_virus_4,Narna-Levi,YP_009333318
narna-levi-like_YP_009333331_Zhejiang_mosquito_virus_3,Narna-Levi,YP_009333331
narna-levi-like_YP_009336494_Hubei_narna-like_virus_25,Narna-Levi,YP_009336494
narna-levi-like_YP_009336518_Wenzhou_narna-like_virus_2,Narna-Levi,YP_009336518
narna-levi-like_YP_009336520_Wenzhou_narna-like_virus_3,Narna-Levi,YP_009336520
narna-levi-like_YP_009336532_Shahe_narna-like_virus_3,Narna-Levi,YP_009336532
narna-levi-like_YP_009336536_Shahe_narna-like_virus_1,Narna-Levi,YP_009336536
narna-levi-like_YP_009336615_Shahe_narna-like_virus_2,Narna-Levi,YP_009336615
narna-levi-like_YP_009336622_Shahe_narna-like_virus_7,Narna-Levi,YP_009336622
narna-levi-like_YP_009336672_Hubei_narna-like_virus_5,Narna-Levi,YP_009336672
narna-levi-like_YP_009336702_Sanxia_narna-like_virus_1,Narna-Levi,YP_009336702
narna-levi-like_YP_009336759_Hubei_narna-like_virus_12,Narna-Levi,YP_009336759
narna-levi-like_YP_009336767_Hubei_narna-like_virus_23,Narna-Levi,YP_009336767
narna-levi-like_YP_009336796_Hubei_narna-like_virus_2,Narna-Levi,YP_009336796
narna-levi-like_YP_009336802_Hubei_narna-like_virus_9,Narna-Levi,YP_009336802
narna-levi-like_YP_009336843_Hubei_narna-like_virus_7,Narna-Levi,YP_009336843
narna-levi-like_YP_009336851_Hubei_narna-like_virus_11,Narna-Levi,YP_009336851
narna-levi-like_YP_009337087_Hubei_narna-like_virus_4,Narna-Levi,YP_009337087
narna-levi-like_YP_009337133_Wenling_narna-like_virus_4,Narna-Levi,YP_009337133
narna-levi-like_YP_009337146_Wenling_narna-like_virus_5,Narna-Levi,YP_009337146
narna-levi-like_YP_009337159_Wenling_narna-like_virus_3,Narna-Levi,YP_009337159
narna-levi-like_YP_009337166_Wenling_narna-like_virus_7,Narna-Levi,YP_009337166
narna-levi-like_YP_009337193_Wenling_narna-like_virus_2,Narna-Levi,YP_009337193
narna-levi-like_YP_009337200_Wenling_narna-like_virus_9,Narna-Levi,YP_009337200
narna-levi-like_YP_009337264_Wenling_narna-like_virus_1,Narna-Levi,YP_009337264
narna-levi-like_YP_009337307_Wenzhou_narna-like_virus_5,Narna-Levi,YP_009337307
narna-levi-like_YP_009337311_Changjiang_narna-like_virus_2,Narna-Levi,YP_009337311
narna-levi-like_YP_009337331_Changjiang_narna-like_virus_1,Narna-Levi,YP_009337331
narna-levi-like_YP_009337343_Changjiang_narna-like_virus_3,Narna-Levi,YP_009337343
narna-levi-like_YP_009337385_Changjiang_narna-like_virus_4,Narna-Levi,YP_009337385
narna-levi-like_YP_009337386_Wenzhou_narna-like_virus_7,Narna-Levi,YP_009337386
narna-levi-like_YP_009337422_Wenzhou_shrimp_virus_10,Narna-Levi,YP_009337422
narna-levi-like_YP_009337436_Wenzhou_narna-like_virus_8,Narna-Levi,YP_009337436
narna-levi-like_YP_009337619_Wenzhou_narna-like_virus_9,Narna-Levi,YP_009337619
narna-levi-like_YP_009337744_Hubei_narna-like_virus_17,Narna-Levi,YP_009337744
narna-levi-like_YP_009337775_Hubei_narna-like_virus_21,Narna-Levi,YP_009337775
narna-levi-like_YP_009337783_Hubei_narna-like_virus_15,Narna-Levi,YP_009337783
narna-levi-like_YP_009337787_Hubei_narna-like_virus_3,Narna-Levi,YP_009337787
narna-levi-like_YP_009337789_Hubei_mosquito_virus_3,Narna-Levi,YP_009337789
narna-levi-like_YP_009337792_Hubei_narna-like_virus_19,Narna-Levi,YP_009337792
narna-levi-like_YP_009337805_Hubei_narna-like_virus_13,Narna-Levi,YP_009337805
narna-levi-like_YP_009342297_Wuchang_cockroach_Virus_4,Narna-Levi,YP_009342297
narna-levi-like_YP_009342440_Wuhan_insect_virus_18,Narna-Levi,YP_009342440
narna-levi-like_YP_009342444_Wuhan_horsefly_Virus_3,Narna-Levi,YP_009342444
narna-levi-like_YP_009344979_Wuhan_spider_virus_7,Narna-Levi,YP_009344979
narna-levi-like_YP_009388498_Neofusicoccum_luteum_mitovirus_1,Narna-Levi,YP_009388498
narna-levi-like_YP_009408146_Ocimum_basilicum_RNA_virus_2,Narna-Levi,YP_009408146
narna-levi-like_YP_009465715_Erysiphe_necator_mitovirus_1,Narna-Levi,YP_009465715
narna-levi-like_YP_009465716_Erysiphe_necator_mitovirus_2,Narna-Levi,YP_009465716
narna-levi-like_YP_009465717_Erysiphe_necator_mitovirus_3,Narna-Levi,YP_009465717
narna-levi-like_YP_009551566_Sclerotinia_sclerotiorum_mitovirus_2,Narna-Levi,YP_009551566
narna-levi-like_YP_009551903_Chenopodium_quinoa_mitovirus_1,Narna-Levi,YP_009551903
narna-levi-like_YP_009551960_Gigaspora_margarita_mitovirus_3,Narna-Levi,YP_009551960
narna-levi-like_YP_009551961_Gigaspora_margarita_mitovirus_4,Narna-Levi,YP_009551961
narna-levi-like_YP_009551966_Rhizoctonia_mitovirus_1,Narna-Levi,YP_009551966
narna-levi-like_YP_009552002_Blechomonas_maslovi_narnavirus_1,Narna-Levi,YP_009552002
narna-levi-like_YP_009552077_Rhizophagus_irregularis_mitovirus_1,Narna-Levi,YP_009552077
narna-levi-like_YP_009552755_Blechomonas_wendygibsoni_narnavirus_1,Narna-Levi,YP_009552755
narna-levi-like_YP_009552787_Rhizophagus_sp_RF1_mitovirus,Narna-Levi,YP_009552787
narna-levi-like_YP_009552796_Diatom_colony_associated_ssRNA_virus_2,Narna-Levi,YP_009552796
narna-levi-like_YP_009553175_Gigaspora_margarita_mitovirus_1,Narna-Levi,YP_009553175
narna-levi-like_YP_009553263_Rhizophagus_diaphanum_mitovirus_2,Narna-Levi,YP_009553263
narna-levi-like_YP_009553325_Leptomonas_seymouri_Narna-like_virus_1,Narna-Levi,YP_009553325
narna-levi-like_YP_009553587_Gigaspora_margarita_mitovirus_2,Narna-Levi,YP_009553587
narna-levi-like_YP_009553599_Leptosphaeria_biglobosa_mitovirus_1,Narna-Levi,YP_009553599
narna-levi-like_YP_009553634_Blechmonas_luni_narnavirus_1,Narna-Levi,YP_009553634
narna-levi-like_YP_009553678_Rhizophagus_diaphanum_mitovirus_1,Narna-Levi,YP_009553678
narna-levi-like_YP_009640127_Enterobacteria_phage_MS2,Narna-Levi,YP_009640127
narna-levi-like_YP_009667033_Magnaporthe_oryzae_ourmia-like_virus,Narna-Levi,YP_009667033
narna-levi-like_YP_077184_Gremmeniella_abietina_mitochondrial_RNA_virus_S2,Narna-Levi,YP_077184
narna-levi-like_AMS38556_Hymenoscyphus_fraxineus_mitovirus_1,Narna-Levi,AMS38556
narna-levi-like_AXA52546_Linepithema_humile_narna-like_virus_1,Narna-Levi,AXA52546
narna-levi-like_add_WHBL60499_ourmiavirush_ubeinarna-like_virus_10_mito_coding_700aa,Narna-Levi,WHBL60499
narna-levi-like_add_WGML132164_Ourmiavirus_Hubei_narna-like_virus_8_mito_coding_600aa,Narna-Levi,WGML132164
narna-levi-like_add_YP_009333152_Beihai_narna-like_virus_16,Narna-Levi,YP_009333152
narna-levi-like_add_APG77185_Sanxia_narna-like_virus_2,Narna-Levi,APG77185
narna-levi-like_add_APG77303_Wenzhou_narna-like_virus_10,Narna-Levi,APG77303
narna-levi-like_add_APG76981_Wenzhou_narna-like_virus_11,Narna-Levi,APG76981
narna-levi-like_add_APG77011_Beihai_narna-like_virus_5,Narna-Levi,APG77011
narna-levi-like_add_YP_009333261_Beihai_narna-like_virus_23,Narna-Levi,YP_009333261
narna-levi-like_add_APG77159_Hubei_narna-like_virus_20,Narna-Levi,APG77159
narna-levi-like_add_AGW517662_Ochlerotatus-associated_narna-like_virus_1,Narna-Levi,AGW517662
narna-levi-like_add_AJT39597_Narnaviridae_environmental_sample,Narna-Levi,AJT39597
narna-levi-like_add_AGW517822_Ochlerotatus-associated_narna-like_virus_2,Narna-Levi,AGW517822
narna-levi-like_add_AGW517682_Ochlerotatus-associated_narna-like_virus_2,Narna-Levi,AGW517682
narna-levi-like_add_YP_009336749_Hubei_narna-like_virus_22,Narna-Levi,YP_009336749
narna-levi-like_add_YP_009333146_Beihai_narna-like_virus_26,Narna-Levi,YP_009333146
narna-levi-like_add_NP_660174_Cryphonectria_parasitica_mitovirus_1-NB631,Narna-Levi,NP_660174
narna-levi-like_add_YP_009336548_Shahe_narna-like_virus_5,Narna-Levi,YP_009336548
narna-levi-like_add_APG77166_Shahe_narna-like_virus_6,Narna-Levi,APG77166
narna-levi-like_add_APG77061_Beihai_levi-like_virus_1,Narna-Levi,APG77061
narna-levi-like_add_YP_007002852_Caulobacter_phage_phiCb5,Narna-Levi,YP_007002852
narna-levi-like_add_YP_007237129_Enterobacteria_phage_C-1_INW-2012,Narna-Levi,YP_007237129
narna-levi-like_add_YP_007237175_Enterobacteria_phage_Hgal1,Narna-Levi,YP_007237175
narna-levi-like_add_NP_040755_Escherichia_virus_BZ13,Narna-Levi,NP_040755
narna-levi-like_add_YP_717671_Pseudomonas_phage_PRR1,Narna-Levi,YP_717671
narna-levi-like_add_YP_007111575_beta_subunit_Enterobacteria_phage_M,Narna-Levi,YP_007111575
narna-levi-like_add_NP_042307_Pseudomonas_phage_PP7,Narna-Levi,NP_042307
narna-levi-like_add_APG77302_Wenzhou_levi-like_virus_5,Narna-Levi,APG77302
narna-levi-like_add_WZFSL85855_Leviviridae_Wenzhou_levi-like_virus_7_551aa,Narna-Levi,WZFSL85855
narna-levi-like_BBV14772_Barley_aphid_RNA_virus_7,Narna-Levi,BBV14772
narna-levi-like_BBV14771_Barley_aphid_RNA_virus_6,Narna-Levi,BBV14771
narna-levi-like_QIS88054_Mackintosh_virus,Narna-Levi,QIS88054
narna-levi-like_QIS88050_Drake_virus,Narna-Levi,QIS88050
narna-levi-like_QIS88049_de_Nodal_virus,Narna-Levi,QIS88049
narna-levi-like_QIS88046_Powell_virus,Narna-Levi,QIS88046
narna-levi-like_QIS88043_Filchner_virus,Narna-Levi,QIS88043
narna-levi-like_QIS88040_Mawson_virus,Narna-Levi,QIS88040
narna-levi-like_QIS88037_de_Gerlache_virus,Narna-Levi,QIS88037
narna-levi-like_QIS88035_Larsen_virus,Narna-Levi,QIS88035
narna-levi-like_QIS88034_Dryglaski_virus,Narna-Levi,QIS88034
narna-levi-like_QIS88033_Ousland_virus,Narna-Levi,QIS88033
narna-levi-like_QIS88031_Christensen_virus,Narna-Levi,QIS88031
narna-levi-like_QIS88029_Riiser_virus,Narna-Levi,QIS88029
narna-levi-like_QIS88026_Bellingshausen_virus,Narna-Levi,QIS88026
narna-levi-like_QIS88025_Bransfield_virus,Narna-Levi,QIS88025
narna-levi-like_QIS88024_Davis_virus,Narna-Levi,QIS88024
narna-levi-like_QIS88022_Telmo_virus,Narna-Levi,QIS88022
narna-levi-like_QIS88021_Varley_virus,Narna-Levi,QIS88021
narna-levi-like_QIS88020_de_Lozier_virus,Narna-Levi,QIS88020
narna-levi-like_QIS88018_la_Roche_virus,Narna-Levi,QIS88018
narna-levi-like_QIS88017_le_Maire_virus,Narna-Levi,QIS88017
narna-levi-like_QIS88016_Biscoe_virus,Narna-Levi,QIS88016
narna-levi-like_QIS88015_Charcot_virus,Narna-Levi,QIS88015
narna-levi-like_QIS88011_Marr_virus,Narna-Levi,QIS88011
narna-levi-like_QIS88006_Cooper_virus,Narna-Levi,QIS88006
narna-levi-like_QIS88003_Mella_virus,Narna-Levi,QIS88003
narna-levi-like_QIS88001_Ketchum_virus,Narna-Levi,QIS88001
narna-levi-like_QIS87988_Coelho_virus,Narna-Levi,QIS87988
narna-levi-like_QIS87987_Magellan_virus,Narna-Levi,QIS87987
narna-levi-like_QIS87985_Ui-te-Rangiora_virus,Narna-Levi,QIS87985
narna-levi-like_QIS87963_Kagge_virus,Narna-Levi,QIS87963
narna-levi-like_QIS87962_Vespucci_virus,Narna-Levi,QIS87962
narna-levi-like_QIS87961_Halley_virus,Narna-Levi,QIS87961
narna-levi-like_QIS87960_Smith_virus,Narna-Levi,QIS87960
narna-levi-like_QIS87958_Nordenskjold_virus,Narna-Levi,QIS87958
narna-levi-like_QIS87957_Ellsworth_virus,Narna-Levi,QIS87957
narna-levi-like_QIS87955_Rymill_virus,Narna-Levi,QIS87955
narna-levi-like_QIS87948_Schouten_virus,Narna-Levi,QIS87948
narna-levi-like_QIS79099_Rhizoctonia_solani_mitovirus_39,Narna-Levi,QIS79099
narna-levi-like_QIR30322_Plasmopara_viticola_associated_narnavirus_43,Narna-Levi,QIR30322
narna-levi-like_QIR30321_Plasmopara_viticola_associated_narnavirus_42,Narna-Levi,QIR30321
narna-levi-like_QIR30320_Plasmopara_viticola_associated_narnavirus_41,Narna-Levi,QIR30320
narna-levi-like_QIR30319_Plasmopara_viticola_associated_narnavirus_40,Narna-Levi,QIR30319
narna-levi-like_QIR30318_Plasmopara_viticola_associated_narnavirus_39,Narna-Levi,QIR30318
narna-levi-like_QIR30314_Plasmopara_viticola_associated_narnavirus_35,Narna-Levi,QIR30314
narna-levi-like_QIR30310_Plasmopara_viticola_associated_narnavirus_31,Narna-Levi,QIR30310
narna-levi-like_QIR30309_Plasmopara_viticola_associated_narnavirus_30,Narna-Levi,QIR30309
narna-levi-like_QIR30308_Plasmopara_viticola_associated_narnavirus_29,Narna-Levi,QIR30308
narna-levi-like_QIR30307_Plasmopara_viticola_associated_narnavirus_28,Narna-Levi,QIR30307
narna-levi-like_QIR30306_Plasmopara_viticola_associated_narnavirus_27,Narna-Levi,QIR30306
narna-levi-like_QIR30303_Plasmopara_viticola_associated_narnavirus_24,Narna-Levi,QIR30303
narna-levi-like_QIR30295_Plasmopara_viticola_associated_narnavirus_16,Narna-Levi,QIR30295
narna-levi-like_QIR30294_Plasmopara_viticola_associated_narnavirus_15,Narna-Levi,QIR30294
narna-levi-like_QIR30293_Plasmopara_viticola_associated_narnavirus_14,Narna-Levi,QIR30293
narna-levi-like_QIR30292_Plasmopara_viticola_associated_narnavirus_13,Narna-Levi,QIR30292
narna-levi-like_QIR30289_Plasmopara_viticola_associated_narnavirus_10,Narna-Levi,QIR30289
narna-levi-like_QIR30288_Plasmopara_viticola_associated_narnavirus_9,Narna-Levi,QIR30288
narna-levi-like_QIR30286_Plasmopara_viticola_associated_narnavirus_7,Narna-Levi,QIR30286
narna-levi-like_QIR30279_Plasmopara_viticola_associated_mitovirus_56,Narna-Levi,QIR30279
narna-levi-like_QIR30278_Plasmopara_viticola_associated_mitovirus_55,Narna-Levi,QIR30278
narna-levi-like_QIR30277_Plasmopara_viticola_associated_mitovirus_54,Narna-Levi,QIR30277
narna-levi-like_QIR30276_Plasmopara_viticola_associated_mitovirus_53,Narna-Levi,QIR30276
narna-levi-like_QIR30275_Plasmopara_viticola_associated_mitovirus_52,Narna-Levi,QIR30275
narna-levi-like_QIR30273_Plasmopara_viticola_associated_mitovirus_50,Narna-Levi,QIR30273
narna-levi-like_QIR30272_Plasmopara_viticola_associated_mitovirus_49,Narna-Levi,QIR30272
narna-levi-like_QIR30271_Plasmopara_viticola_associated_mitovirus_48,Narna-Levi,QIR30271
narna-levi-like_QIR30270_Plasmopara_viticola_associated_mitovirus_47,Narna-Levi,QIR30270
narna-levi-like_QIR30269_Plasmopara_viticola_associated_mitovirus_46,Narna-Levi,QIR30269
narna-levi-like_QIR30268_Plasmopara_viticola_associated_mitovirus_45,Narna-Levi,QIR30268
narna-levi-like_QIR30267_Plasmopara_viticola_associated_mitovirus_44,Narna-Levi,QIR30267
narna-levi-like_QIR30266_Plasmopara_viticola_associated_mitovirus_43,Narna-Levi,QIR30266
narna-levi-like_QIR30265_Plasmopara_viticola_associated_mitovirus_42,Narna-Levi,QIR30265
narna-levi-like_QIR30264_Plasmopara_viticola_associated_mitovirus_41,Narna-Levi,QIR30264
narna-levi-like_QIR30263_Plasmopara_viticola_associated_mitovirus_40,Narna-Levi,QIR30263
narna-levi-like_QIR30262_Plasmopara_viticola_associated_mitovirus_39,Narna-Levi,QIR30262
narna-levi-like_QIR30261_Plasmopara_viticola_associated_mitovirus_38,Narna-Levi,QIR30261
narna-levi-like_QIR30259_Plasmopara_viticola_associated_mitovirus_36,Narna-Levi,QIR30259
narna-levi-like_QIR30258_Plasmopara_viticola_associated_mitovirus_35,Narna-Levi,QIR30258
narna-levi-like_QIR30257_Plasmopara_viticola_associated_mitovirus_34,Narna-Levi,QIR30257
narna-levi-like_QIR30256_Plasmopara_viticola_associated_mitovirus_33,Narna-Levi,QIR30256
narna-levi-like_QIR30255_Plasmopara_viticola_associated_mitovirus_32,Narna-Levi,QIR30255
narna-levi-like_QIR30253_Plasmopara_viticola_associated_mitovirus_30,Narna-Levi,QIR30253
narna-levi-like_QIR30252_Plasmopara_viticola_associated_mitovirus_29,Narna-Levi,QIR30252
narna-levi-like_QIR30250_Plasmopara_viticola_associated_mitovirus_27,Narna-Levi,QIR30250
narna-levi-like_QIR30248_Plasmopara_viticola_associated_mitovirus_25,Narna-Levi,QIR30248
narna-levi-like_QIR30245_Plasmopara_viticola_associated_mitovirus_22,Narna-Levi,QIR30245
narna-levi-like_QIR30244_Plasmopara_viticola_associated_mitovirus_21,Narna-Levi,QIR30244
narna-levi-like_QIR30243_Plasmopara_viticola_associated_mitovirus_20,Narna-Levi,QIR30243
narna-levi-like_QIR30242_Plasmopara_viticola_associated_mitovirus_19,Narna-Levi,QIR30242
narna-levi-like_QIR30241_Plasmopara_viticola_associated_mitovirus_18,Narna-Levi,QIR30241
narna-levi-like_QIR30240_Plasmopara_viticola_associated_mitovirus_17,Narna-Levi,QIR30240
narna-levi-like_QIR30239_Plasmopara_viticola_associated_mitovirus_16,Narna-Levi,QIR30239
narna-levi-like_QIR30238_Plasmopara_viticola_associated_mitovirus_15,Narna-Levi,QIR30238
narna-levi-like_QIR30237_Plasmopara_viticola_associated_mitovirus_14,Narna-Levi,QIR30237
narna-levi-like_QIR30236_Plasmopara_viticola_associated_mitovirus_13,Narna-Levi,QIR30236
narna-levi-like_QIR30232_Plasmopara_viticola_associated_mitovirus_9,Narna-Levi,QIR30232
narna-levi-like_QIR30231_Plasmopara_viticola_associated_mitovirus_7,Narna-Levi,QIR30231
narna-levi-like_QIR30229_Plasmopara_viticola_associated_mitovirus_5,Narna-Levi,QIR30229
narna-levi-like_QIR30228_Plasmopara_viticola_associated_mitovirus_4,Narna-Levi,QIR30228
narna-levi-like_QIR30227_Plasmopara_viticola_associated_mitovirus_3,Narna-Levi,QIR30227
narna-levi-like_QIR30226_Plasmopara_viticola_associated_mitovirus_2,Narna-Levi,QIR30226
narna-levi-like_QIR30225_Plasmopara_viticola_associated_mitovirus_1,Narna-Levi,QIR30225
narna-levi-like_QIQ28428_Fusarium_sacchari_mitovirus_1,Narna-Levi,QIQ28428
narna-levi-like_QIQ28423_Fusarium_andiyazi_mitovirus_1,Narna-Levi,QIQ28423
narna-levi-like_QIP68359_Phoma_matteucciicola_ourmia-like_virus_1,Narna-Levi,QIP68359
narna-levi-like_QIP68041_Erysiphales_narna-like_virus_3,Narna-Levi,QIP68041
narna-levi-like_QIP68040_Erysiphales_narna-like_virus_2,Narna-Levi,QIP68040
narna-levi-like_QIP68039_Erysiphales_narna-like_virus_1,Narna-Levi,QIP68039
narna-levi-like_QIP68038_Erysiphales_ourmia-like_virus_3,Narna-Levi,QIP68038
narna-levi-like_QIP68037_Erysiphales_ourmia-like_virus_2,Narna-Levi,QIP68037
narna-levi-like_QIP68036_Erysiphales_ourmia-like_virus_1,Narna-Levi,QIP68036
narna-levi-like_QIP68026_Bremia_lactucae_associated_ourmia-like_virus_2,Narna-Levi,QIP68026
narna-levi-like_QIP68025_Bremia_lactucae_associated_ourmia-like_virus_1,Narna-Levi,QIP68025
narna-levi-like_QIP68024_Bremia_lactucae_associated_mitovirus_1,Narna-Levi,QIP68024
narna-levi-like_QIP68013_Bremia_lactucae_associated_narnavirus_2,Narna-Levi,QIP68013
narna-levi-like_QIJ70075_Ludgate_narna-like_virus,Narna-Levi,QIJ70075
narna-levi-like_QIJ70074_Middlebrook_narna-like_virus,Narna-Levi,QIJ70074
narna-levi-like_QIJ70072_Wyatt_narna-like_virus,Narna-Levi,QIJ70072
narna-levi-like_QIJ70070_Meagle_narna-like_virus,Narna-Levi,QIJ70070
narna-levi-like_QIJ70067_Gergich_narna-like_virus,Narna-Levi,QIJ70067
narna-levi-like_QIJ70066_Annperkins_narna-like_virus,Narna-Levi,QIJ70066
narna-levi-like_QIJ70065_Traeger_narna-like_virus,Narna-Levi,QIJ70065
narna-levi-like_QIJ70064_Tynnyfer_narna-like_virus,Narna-Levi,QIJ70064
narna-levi-like_QIJ70061_Haverford_narna-like_virus,Narna-Levi,QIJ70061
narna-levi-like_QIJ70060_Orin_narna-like_virus,Narna-Levi,QIJ70060
narna-levi-like_QIJ70058_Callamezzo_narna-like_virus,Narna-Levi,QIJ70058
narna-levi-like_QIJ70057_Lilsebastian_narna-like_virus,Narna-Levi,QIJ70057
narna-levi-like_QIJ70055_Jeanralphio_narna-like_virus,Narna-Levi,QIJ70055
narna-levi-like_QIJ70051_Knope_narna-like_virus,Narna-Levi,QIJ70051
narna-levi-like_QCP68847_Coroa_do_aviao_dicistrovirus,Narna-Levi,QCP68847
narna-levi-like_QIC51112_Fusarium_oxysporum_f_sp_dianthi_mitovirus_1,Narna-Levi,QIC51112
narna-levi-like_QIC52830_Apple_ourmia-like_virus_3,Narna-Levi,QIC52830
narna-levi-like_QIC52829_Apple_ourmia-like_virus_2,Narna-Levi,QIC52829
narna-levi-like_QIC52827_Apple_narna-like_virus_2,Narna-Levi,QIC52827
narna-levi-like_QIC52826_Apple_narna-like_virus_1,Narna-Levi,QIC52826
narna-levi-like_QHR78948_Sclerotinia_minor_botoulivirus_1,Narna-Levi,QHR78948
narna-levi-like_QHA33931_Mitovirus_JS5,Narna-Levi,QHA33931
narna-levi-like_QHA33930_Mitovirus_JS4,Narna-Levi,QHA33930
narna-levi-like_QHA33929_Mitovirus_JS3,Narna-Levi,QHA33929
narna-levi-like_QHA33928_Mitovirus_JS2,Narna-Levi,QHA33928
narna-levi-like_QHA33927_Mitovirus_JS1,Narna-Levi,QHA33927
narna-levi-like_QGZ98428_Erysiphe_necator_associated_ourmia-like_virus_8,Narna-Levi,QGZ98428
narna-levi-like_QGZ98427_Erysiphe_necator_associated_ourmia-like_virus_7,Narna-Levi,QGZ98427
narna-levi-like_QGZ98426_Erysiphe_necator_associated_ourmia-like_virus_6,Narna-Levi,QGZ98426
narna-levi-like_QGZ98425_Erysiphe_necator_associated_ourmia-like_virus_5,Narna-Levi,QGZ98425
narna-levi-like_QGZ98424_Erysiphe_necator_associated_ourmia-like_virus_4,Narna-Levi,QGZ98424
narna-levi-like_QGZ98423_Erysiphe_necator_associated_ourmia-like_virus_3,Narna-Levi,QGZ98423
narna-levi-like_QGZ98422_Erysiphe_necator_associated_ourmia-like_virus_2,Narna-Levi,QGZ98422
narna-levi-like_QGZ98421_Erysiphe_necator_associated_ourmia-like_virus_1,Narna-Levi,QGZ98421
