Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
tick108881_Bunya-Arena_Huangpi_Tick_Virus_1_KM817667,Nairoviridae_Orthonairovirus,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Orthonairovirus,Orthonairovirus huangpiense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Orthonairovirus|Orthonairovirus huangpiense
tick109181_Bunya-Arena_Tacheng_Tick_Virus_1_KM817683,Nairoviridae_Orthonairovirus,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Orthonairovirus,Orthonairovirus tachengense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Orthonairovirus|Orthonairovirus tachengense
tick109205_Bunya-Arena_Wenzhou_Tick_Virus_KM817685,Nairoviridae_Orthonairovirus,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Orthonairovirus,Orthonairovirus wenzhouense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Orthonairovirus|Orthonairovirus wenzhouense
WAK75166.1_Nairoviridae_sp._Haemaphysalis_japonica_3962,Nairoviridae_Orthonairovirus,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Orthonairovirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Orthonairovirus|
YP_009513191.1_Thiafora_orthonairovirus,Nairoviridae_Orthonairovirus,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Orthonairovirus,Orthonairovirus thiaforaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Orthonairovirus|Orthonairovirus thiaforaense
YP_325663_Crimean-Congo_hemorrhagic_fever_virus,Nairoviridae_Orthonairovirus,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Orthonairovirus,Orthonairovirus haemorrhagiae,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Orthonairovirus|Orthonairovirus haemorrhagiae
AGX32057_Tai_virus,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Herbevirus,Herbevirus taiense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Herbevirus|Herbevirus taiense
AGX32058_Kibale_virus,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Herbevirus,Herbevirus kibaleense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Herbevirus|Herbevirus kibaleense
AGX32061_Herbert_virus,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Herbevirus,Herbevirus herberti,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Herbevirus|Herbevirus herberti
AMR73391.1_Kowanyama_virus_Anopheles_amictus_2253,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus kowanyamaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus kowanyamaense
CC59661_Bunya-Arena_Wuhan_Louse_Fly_Virus_1_KM817663,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|
insectZJ95907_Bunya-Arena_Shuangao_Insect_Virus_1_KM817679,Peribunyaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Shangavirus,Shangavirus shuangaoense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Shangavirus|Shangavirus shuangaoense
KF981636_Khurdun_virus,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Khurdivirus,Khurdivirus volgaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Khurdivirus|Khurdivirus volgaense
NP_047211_Bunyamwera_virus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus bunyamweraense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus bunyamweraense
NP_671968_La_Crosse_virus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus lacrosseense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus lacrosseense
NP_982304_Oropouche_virus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus oropoucheense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus oropoucheense
YP_001497159_Akabane_virus,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus akabaneense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus akabaneense
YP_006590076_Shamonda_virus,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus schmallenbergense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus schmallenbergense
YP_006590079_Aino_virus,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus ainoense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus ainoense
YP_006590082_Simbu_virus,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus simbuense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus simbuense
YP_008400138_Brazoran_virus,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus brazoriaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus brazoriaense
YP_008709776_Murrumbidgee_virus,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|
YP_009362043.1_Oriboca_virus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus oribocaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus oribocaense
YP_009362049.1_Bwamba_orthobunyavirus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus bwambaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus bwambaense
YP_009362061.1_Guaroa_virus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus guaroaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus guaroaense
YP_009362063.1_Caraparu_virus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus caraparuense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus caraparuense
YP_009362066.1_Nyando_virus,Peribunyaviridae,1,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus nyandoense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus nyandoense
YP_009362068.1_Marituba_virus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus maritubaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus maritubaense
YP_009362071.1_Madrid_virus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus madridense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus madridense
YP_009507870.1_Catu_virus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus catuense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus catuense
YP_009507879.1_Guama_virus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus guamaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus guamaense
YP_009507881.1_Kairi_virus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus insulae,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus insulae
YP_009512925.1_Wyeomyia_orthobunyavirus,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus wyeomyiae,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus wyeomyiae
YP_009667044.1_Tacaiuma_orthobunyavirus_2240,Peribunyaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Orthobunyavirus,Orthobunyavirus tacaiumaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Orthobunyavirus|Orthobunyavirus tacaiumaense
YP_010085071.1_Tapirape_virus_2240,Peribunyaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Peribunyaviridae,,Pacuvirus,Pacuvirus tapirapeense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Peribunyaviridae||Pacuvirus|Pacuvirus tapirapeense
AKN56871_Jonchet_virus,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,Jonvirus,Jonvirus eboris,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae||Jonvirus|Jonvirus eboris
AKN56888_Ferak_virus,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,Feravirus,Feravirus ferakinum,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae||Feravirus|Feravirus ferakinum
insectZJ97888_Bunya-Arena_Shuangao_Insect_Virus_2_KM817680,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,Inshuvirus,Insect inshuvirus,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae||Inshuvirus|Insect inshuvirus
KJ434182_Kigluaik_phantom_virus,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,Orthophasmavirus,Orthophasmavirus kigluaikense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae||Orthophasmavirus|Orthophasmavirus kigluaikense
mosHB136897_Bunya-Arena_Wuhan_mosquito_virus_1_KM817697,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,Orthophasmavirus,Orthophasmavirus wuhanense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae||Orthophasmavirus|Orthophasmavirus wuhanense
mosHB136900_Bunya-Arena_Wuhan_Mosquito_Virus_2_KM817698,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,Orthophasmavirus,Orthophasmavirus aedis,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae||Orthophasmavirus|Orthophasmavirus aedis
QTM19232_Bunya-Arena_Hubei_odonate_virus_8_RdRp,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,Orthophasmavirus,Orthophasmavirus odonatus,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae||Orthophasmavirus|Orthophasmavirus odonatus
QTM27070_Bunya-Arena_Hubei_bunya-like_virus_10_RdRp,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae|||
QTM74767_Bunya-Arena_Hubei_odonate_virus_9_RdRp,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,Orthophasmavirus,Orthophasmavirus hubeiense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae||Orthophasmavirus|Orthophasmavirus hubeiense
QTM75064_Bunya-Arena_Hubei_bunya-like_virus_9,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae|||
SCM173098_Bunya-Arena_Hubei_diptera_virus_7_RdRp,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae|||
SCM48138_Bunya-Arena_Hubei_bunya-like_virus_8_RdRp,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae|||
SCM95079_Bunya-Arena_Hubei_diptera_virus_6_RdRp,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae|||
SXSSP2428_Bunya-Arena_Sanxia_Water_Strider_Virus_2_KM817675,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,Sawastrivirus,Sawastrivirus sanxiaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae||Sawastrivirus|Sawastrivirus sanxiaense
UHK03329.1_Hangzhou_frankliniella_intonsa_phasmavirus_1_Frankliniella_intonsa_2376,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae|||
UHM27634.1_Fushun_phasmavirus_2_Laodelphax_striatellus_2159,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae|||
UHR49875.1_Fushun_phasmavirus_1_Sogatella_furcifera_2108,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae|||
WHCCII13250_Bunya-Arena_Wuhan_Insect_virus_2_KM817692,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,Wuhivirus,Wuhivirus insecti,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae||Wuhivirus|Wuhivirus insecti
ZL17268_Bunya-Arena_Wuchang_Cockroach_Virus_1_KM817688,Phasmaviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phasmaviridae,,Orthophasmavirus,Orthophasmavirus wuchangense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phasmaviridae||Orthophasmavirus|Orthophasmavirus wuchangense
AEF56734_Soybean_cyst_nematode_associated_Uukuniemi_virus,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Uukuniemi phlebovirus,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Uukuniemi phlebovirus
AEJ38175_Gouleako_virus,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Goukovirus,Goukovirus gouleakoense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Goukovirus|Goukovirus gouleakoense
AFH08732_Grand_Arbaud_virus,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Uukuvirus,Uukuvirus grandarbaudense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Uukuvirus|Uukuvirus grandarbaudense
AGW51765_uncultured_virus,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
arthropodmix14045_Bunya-Arena_Hubei_insect_virus_1_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
BHTSS17606_Bunya-Arena_Beihai_bunya-like_virus_1_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
BHZC35426_Bunya-Arena_Beihai_bunya-like_virus_2_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
CC64393_Bunya-Arena_Wuhan_Louse_Fly_Virus_2_KM817694,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
fly38845_Bunya-Arena_Wuhan_Fly_Virus_1_KM817689,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phasivirus,Phasivirus wuhanense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phasivirus|Phasivirus wuhanense
GAIX01000059_Pararge_aegeria,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
GAQJ01008681_Ostrinia_furnacalis,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
HBXXC56361_Bunya-Arena_Hubei_blood_fluke_virus_1_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
